142002.953125,16.919701,133.0,280.0
142003.34375,15.6536,133.0,278.0
142003.890625,15.4234,133.0,310.0
142004.390625,17.0348,133.0,296.0
142004.953125,17.6103,133.0,321.0
142005.453125,17.0348,166.0,328.0
142005.84375,15.6536,133.0,291.0
142006.390625,15.1932,133.0,290.0
142006.890625,15.6536,133.0,344.0
142007.453125,17.0348,141.0,360.0
142007.84375,17.6103,67.0,364.0
142008.34375,18.6462,166.0,360.0
142008.890625,19.9123,141.0,377.0
142009.390625,20.9482,135.0,394.0
142009.953125,21.868999,83.0,400.0
142010.34375,23.02,67.0,472.0
142010.84375,24.171,133.0,476.0
142011.390625,25.2069,166.0,479.0
142011.890625,26.127701,133.0,480.0
142012.34375,26.703199,83.0,480.0
142012.84375,27.393801,83.0,480.0
142013.34375,27.969299,67.0,480.0
142013.890625,28.429701,166.0,481.0
142014.34375,28.8901,66.0,465.0
142014.84375,29.005199,129.0,416.0
142015.34375,28.8901,64.0,395.0
142015.84375,27.969299,57.0,376.0
142016.34375,26.5881,64.0,364.0
142016.84375,25.437099,56.0,240.0
142017.34375,22.9049,28.0,179.0
142017.84375,19.3368,115.0,239.0
142018.34375,18.0707,133.0,270.0
142018.84375,16.689501,33.0,275.0
142019.34375,16.114,128.0,232.0
142019.84375,16.8046,135.0,470.0
142020.34375,15.0781,133.0,290.0
142020.84375,15.9989,66.0,321.0
142021.34375,16.919701,66.0,353.0
142021.84375,18.416,166.0,391.0
142022.34375,20.1425,66.0,421.0
142022.796875,21.293501,33.0,360.0
142023.34375,21.868999,116.0,346.0
142023.84375,21.063299,58.0,343.0
142024.34375,20.487801,114.0,256.0
142024.796875,19.566999,28.0,240.0
142025.296875,17.8405,66.0,287.0
142025.84375,16.229099,133.0,317.0
142026.34375,15.3083,133.0,321.0
142026.84375,15.1932,32.0,239.0
142027.296875,14.963,133.0,240.0
142027.796875,14.6177,133.0,280.0
142028.34375,14.1573,133.0,241.0
142028.84375,14.7328,133.0,390.0
142029.296875,14.963,66.0,278.0
142029.796875,15.7687,83.0,296.0
142030.34375,17.264999,166.0,356.0
142030.84375,18.761299,70.0,422.0
142031.25,20.1425,66.0,395.0
142031.796875,21.6388,166.0,429.0
142032.296875,22.789801,70.0,445.0
142032.796875,23.825701,67.0,416.0
142033.34375,25.091801,133.0,411.0
142033.75,25.897499,66.0,446.0
142034.296875,26.127701,129.0,375.0
142034.796875,24.9767,116.0,360.0
142035.34375,23.7106,33.0,360.0
142035.75,22.9049,58.0,356.0
142036.25,21.293501,58.0,309.0
142036.75,19.566999,116.0,309.0
142037.296875,17.8405,116.0,271.0
142037.75,16.5744,66.0,308.0
142038.25,15.3083,133.0,340.0
142038.75,14.6177,133.0,279.0
142039.25,14.6177,66.0,274.0
142039.796875,14.5026,83.0,356.0
142040.25,14.1573,133.0,272.0
142040.75,13.9271,66.0,239.0
142041.25,13.5818,70.0,280.0
142041.75,13.3516,67.0,304.0
142042.25,13.3516,135.0,274.0
142042.75,13.812,141.0,260.0
142043.25,14.1573,133.0,319.0
142043.75,14.7328,135.0,280.0
142044.25,14.963,135.0,388.0
142044.75,14.6177,133.0,315.0
142045.25,14.7328,133.0,242.0
142045.75,14.963,66.0,274.0
142046.25,15.3083,133.0,340.0
142046.75,15.5385,141.0,320.0
142047.25,15.7687,166.0,320.0
142047.75,16.114,133.0,281.0
142048.25,16.459299,66.0,343.0
142048.75,16.8046,70.0,341.0
142049.25,17.0348,66.0,291.0
142049.75,17.0348,66.0,328.0
142050.25,17.6103,166.0,291.0
142050.75,17.955601,67.0,360.0
142051.25,18.0707,70.0,329.0
142051.75,18.3009,135.0,360.0
142052.25,18.761299,141.0,362.0
142052.703125,19.4519,133.0,360.0
142053.25,20.1425,70.0,421.0
142053.75,20.718,83.0,362.0
142054.25,21.523701,83.0,424.0
142054.75,22.099199,67.0,377.0
142055.203125,22.559601,83.0,395.0
142055.75,22.789801,133.0,429.0
142056.25,23.02,66.0,394.0
142056.75,23.4804,70.0,430.0
142057.203125,23.4804,66.0,400.0
142057.703125,24.055901,141.0,461.0
142058.203125,24.631399,135.0,400.0
142058.75,24.861601,133.0,442.0
142059.140625,25.091801,67.0,445.0
142059.640625,25.091801,66.0,399.0
142100.203125,24.7465,29.0,199.0
142100.703125,21.523701,133.0,272.0
142101.25,17.8405,133.0,247.0
142101.75,13.6969,141.0,240.0
142102.140625,11.0496,67.0,270.0
142102.703125,8.9778,133.0,270.0
142103.203125,6.906,83.0,317.0
